car_id,user_id
84,0
171,0
80,0
126,0
184,0
125,0
359,0
219,0
125,1
135,1
45,2
153,2
293,2
219,2
60,2
335,2
335,2
293,3
92,3
84,3
45,3
45,3
279,3
293,3
142,3
153,4
152,4
336,4
17,4
8,4
13,4
1,4
0,4
17,4
7,4
13,4
15,4
3,4
17,4
152,4
336,4
20,4
20,4
17,4
1,4
13,4
7,4
17,4
15,4
3,4
20,4
20,4
152,4
336,4
15,4
8,4
17,4
0,4
0,4
16,4
0,4
17,4
17,4
8,4
0,4
152,4
336,4
13,4
8,4
10,4
7,4
5,4
13,4
15,4
16,4
16,4
15,4
8,4
152,4
336,4
1,4
17,4
15,4
4,4
13,4
6,4
17,4
17,4
13,4
15,4
0,4
152,4
336,4
4,4
17,4
1,4
20,4
15,4
7,4
13,4
13,4
11,4
13,4
15,4
152,4
336,4
11,4
7,4
17,4
5,4
4,4
17,4
15,4
8,4
3,4
0,4
17,4
152,4
336,4
11,4
8,4
1,4
15,4
17,4
8,4
7,4
8,4
7,4
16,4
16,4
152,4
336,4
0,4
8,4
20,4
15,4
17,4
17,4
20,4
17,4
15,4
15,4
0,4
152,4
336,4
15,4
15,4
15,4
1,4
10,4
17,4
17,4
15,4
16,4
16,4
16,4
153,5
12,5
171,5
142,5
65,5
60,5
60,5
231,6
45,6
60,6
126,6
135,6
80,6
65,6
92,6
153,7
142,7
142,7
45,7
231,7
279,8
135,8
80,8
92,8
335,8
84,9
293,9
65,9
125,9
153,10
60,10
60,10
12,10
142,10
142,10
335,11
293,11
293,11
153,11
84,11
335,12
142,12
142,12
92,12
60,12
12,12
231,12
125,12
45,13
125,13
80,13
231,13
359,13
80,13
80,13
125,13
171,14
335,14
126,14
219,14
60,14
45,14
359,14
231,14
192,14
230,14
15,14
15,14
17,14
11,14
20,14
192,14
230,14
8,14
0,14
15,14
20,14
15,14
192,14
230,14
7,14
15,14
9,14
20,14
0,14
192,14
230,14
13,14
4,14
13,14
15,14
15,14
293,15
171,15
184,15
92,15
12,15
125,16
231,17
192,17
230,17
15,17
17,17
13,17
15,17
10,17
13,17
0,17
13,17
20,17
0,17
4,17
15,17
7,17
15,17
16,17
192,17
230,17
15,17
4,17
9,17
15,17
15,17
17,17
1,17
17,17
17,17
1,17
15,17
15,17
15,17
7,17
0,17
192,17
230,17
16,17
8,17
7,17
15,17
0,17
16,17
15,17
15,17
15,17
17,17
17,17
16,17
7,17
7,17
0,17
192,17
230,17
13,17
0,17
7,17
0,17
15,17
3,17
0,17
4,17
5,17
20,17
19,17
3,17
15,17
17,17
9,17
192,17
230,17
16,17
15,17
20,17
0,17
16,17
17,17
15,17
15,17
13,17
1,17
