car_id,user_id
64,0
364,0
179,0
8,0
7,0
12,0
13,0
82,0
179,1
62,1
130,1
143,1
12,1
16,1
7,1
18,1
5,1
9,1
8,1
23,1
48,1
364,2
179,2
273,2
59,2
318,3
272,3
59,3
347,3
177,3
118,3
398,3
272,4
318,4
387,4
59,4
364,4
246,4
99,4
329,5
230,5
64,5
318,5
347,5
395,5
179,5
12,5
5,5
11,5
4,5
23,5
69,5
76,5
114,5
219,5
200,5
190,5
146,5
348,5
135,6
273,6
355,6
211,6
259,7
347,7
387,7
74,7
293,7
266,7
230,8
99,8
355,8
230,9
64,9
170,9
45,9
211,9
4,9
7,9
10,9
8,9
285,9
317,9
253,9
211,10
11,10
7,10
12,10
23,10
0,10
8,10
9,10
59,10
387,11
266,11
329,11
364,11
45,11
64,11
318,11
8,11
22,11
3,11
4,11
10,11
6,11
12,11
7,11
11,11
2,11
99,11
272,12
135,12
380,12
355,12
99,12
211,12
259,12
45,12
355,13
395,13
135,13
380,13
337,13
285,13
59,14
272,14
211,14
64,14
170,14
387,14
355,15
12,15
266,15
293,15
99,16
309,16
170,16
272,16
380,16
211,16
148,16
321,16
318,17
135,17
259,17
364,17
273,17
395,17
211,17
272,18
259,18
45,18
135,19
74,19
266,19
230,19
272,19
59,19
8,19
7,19
0,19
20,19
4,19
9,19
74,20
355,20
266,20
64,20
45,20
259,20
7,20
5,20
8,20
4,20
211,20
179,21
230,21
272,21
49,21
380,21
164,21
106,21
387,22
170,22
309,22
312,22
380,23
318,24
380,24
329,24
309,24
12,24
395,24
318,25
59,25
170,25
130,25
143,25
318,26
387,26
395,26
99,26
7,26
0,26
12,26
9,26
6,26
8,26
347,26
87,26
74,27
59,27
45,27
280,27
266,28
395,28
347,28
99,28
170,28
0,28
8,28
4,28
9,28
364,28
387,29
309,29
64,29
170,29
284,29
363,29
309,30
135,30
64,30
179,30
74,30
211,30
272,31
253,31
285,31
12,31
5,31
7,31
0,31
8,31
6,31
335,31
268,31
364,32
12,32
64,32
309,32
395,32
318,32
249,32
382,32
230,33
355,33
246,33
99,34
170,34
395,34
273,34
329,34
74,34
387,34
64,34
74,35
211,35
364,35
12,35
7,35
9,35
18,35
8,35
4,35
10,35
0,35
148,35
362,35
170,36
272,37
355,37
309,37
266,37
259,37
273,37
99,37
74,38
230,38
135,38
12,38
6,38
0,38
9,38
7,38
8,38
153,38
75,38
347,39
266,39
318,39
59,39
12,39
179,39
266,40
135,40
74,40
329,40
273,40
280,40
74,41
59,41
329,41
230,41
8,41
5,41
12,41
16,41
10,41
4,41
266,42
347,43
179,43
309,43
364,44
9,44
8,44
0,44
7,44
59,44
230,45
99,45
12,45
318,45
45,45
64,45
179,46
135,46
380,46
318,46
364,46
230,46
395,46
309,46
64,46
64,47
45,47
364,47
179,47
230,47
272,47
266,47
74,47
364,48
329,48
259,48
45,48
10,48
7,48
0,48
12,48
9,48
8,48
259,49
211,49
364,49
272,49
45,49
273,49
12,49
135,50
75,50
9,50
0,50
5,50
10,50
7,50
23,50
2,50
285,50
337,50
395,51
380,51
59,51
347,51
266,51
179,51
12,51
54,51
261,51
110,51
138,51
180,51
329,52
259,52
387,52
170,52
266,52
179,52
318,52
28,52
402,52
355,53
179,53
45,53
259,54
99,54
230,54
355,54
45,54
74,54
25,54
100,54
313,54
83,54
86,54
84,54
329,55
272,55
266,55
179,55
364,55
64,55
380,56
387,56
99,56
230,56
45,56
74,56
364,56
28,56
402,56
102,56
170,57
179,57
135,58
12,58
355,58
259,58
395,58
364,59
266,59
211,59
309,59
273,59
99,59
12,59
0,59
8,59
5,59
4,59
121,59
45,60
59,60
395,60
380,60
0,60
7,60
190,60
114,60
232,60
170,61
12,61
329,61
273,61
230,61
347,62
329,62
87,62
12,62
5,62
0,62
6,62
9,62
7,62
8,62
19,62
59,63
20,63
7,63
8,63
4,63
12,63
0,63
347,63
12,64
59,64
208,64
266,65
12,65
355,65
380,65
395,65
99,65
355,66
181,66
360,66
179,67
309,67
259,67
45,67
318,67
211,67
135,67
99,67
246,67
329,68
170,68
12,68
179,68
74,68
364,68
59,68
74,69
12,69
135,69
272,69
318,69
329,69
75,69
4,69
8,69
0,69
10,69
11,69
337,69
253,69
211,70
230,70
64,70
133,70
259,71
280,71
273,71
74,72
179,72
272,72
62,72
130,72
143,72
7,72
8,72
10,72
12,72
21,72
9,72
45,72
64,73
170,73
355,73
387,73
45,73
364,73
336,73
141,73
9,73
152,73
364,74
273,74
272,74
179,74
12,74
75,74
179,75
395,75
143,75
187,75
318,76
362,76
175,76
314,76
372,76
220,76
259,77
319,77
211,78
380,79
135,79
318,79
179,79
347,79
309,79
75,79
8,79
5,79
12,79
11,79
0,79
85,79
170,80
272,80
211,80
59,80
64,80
243,80
10,80
273,81
179,81
309,81
387,81
211,81
347,82
87,82
4,82
12,82
8,82
10,82
7,82
9,82
20,82
71,82
100,82
29,82
318,83
309,83
329,83
230,83
347,83
266,83
387,83
99,83
365,83
221,83
361,83
249,83
211,84
135,84
59,84
347,84
395,84
202,84
64,85
179,85
309,85
380,85
99,85
395,85
45,85
119,85
17,85
105,85
355,86
211,86
364,86
273,86
45,86
364,87
318,87
266,87
259,87
64,87
272,87
74,87
59,87
290,87
97,87
379,87
135,88
230,88
329,88
387,88
364,88
272,88
12,88
7,88
13,88
9,88
370,88
380,89
329,90
387,90
222,90
259,91
380,91
273,91
347,91
59,91
309,91
64,91
170,92
135,92
347,92
59,92
272,92
364,92
318,92
169,92
113,92
348,92
146,92
266,93
329,93
387,93
259,93
309,93
74,93
64,93
153,93
75,93
135,93
59,94
355,94
273,94
18,94
8,94
19,94
12,94
10,94
5,94
7,94
112,94
235,94
286,94
273,95
387,95
395,95
347,95
319,95
273,96
18,96
20,96
4,96
7,96
12,96
9,96
11,96
8,96
0,96
5,96
179,96
99,97
12,97
364,97
64,97
266,97
273,97
387,97
211,97
64,98
380,98
59,98
347,98
135,99
266,99
318,99
259,99
355,99
59,99
12,99
347,100
99,100
59,100
23,100
9,100
8,100
7,100
4,100
0,100
11,100
12,100
28,100
135,101
272,101
273,101
179,101
211,101
45,101
115,101
402,101
395,102
272,102
364,102
9,102
0,102
12,102
4,102
20,102
130,102
45,103
12,103
230,103
329,103
165,103
171,103
81,103
30,103
395,104
355,105
347,105
87,105
12,105
7,105
0,105
11,105
9,105
4,105
5,105
266,106
18,106
12,106
9,106
7,106
3,106
54,106
135,107
355,108
179,108
318,108
28,108
48,108
102,108
115,108
7,108
0,108
12,108
9,108
162,108
366,108
364,109
273,109
387,109
74,109
0,109
8,109
11,109
9,109
143,109
179,109
62,109
380,110
309,110
329,110
99,110
59,110
266,110
211,110
230,111
7,111
11,111
9,111
4,111
8,111
280,111
18,111
395,112
318,113
170,113
28,113
48,113
102,113
115,113
12,113
9,113
6,113
0,113
7,113
5,113
4,113
8,113
230,114
170,114
355,114
364,114
347,114
64,114
318,114
0,114
9,114
7,114
4,114
5,114
3,114
246,114
99,114
179,115
309,115
347,115
395,115
380,115
87,115
74,116
259,116
266,116
380,117
355,117
230,117
259,117
318,118
64,118
329,118
99,118
273,118
259,118
211,118
102,118
28,118
48,118
45,119
211,119
59,119
11,119
0,119
8,119
12,119
7,119
74,120
266,120
273,120
170,120
18,120
23,120
20,120
8,120
12,120
364,120
329,121
362,121
372,121
259,121
64,122
170,122
12,122
364,122
59,122
329,122
135,122
0,122
7,122
11,122
9,122
99,122
246,122
179,123
387,123
355,123
266,123
319,123
230,123
59,124
355,124
99,124
329,124
45,124
99,125
12,125
266,125
7,125
9,125
395,126
329,126
272,126
253,126
285,126
12,126
7,126
8,126
11,126
37,126
44,126
20,126
178,126
0,126
272,127
347,127
211,127
395,127
259,127
266,127
285,127
337,127
230,128
395,128
293,128
266,128
309,129
380,129
266,129
364,129
211,129
59,130
179,130
272,130
337,130
266,131
380,131
135,131
99,131
170,131
272,131
273,131
74,131
313,131
66,131
210,131
24,131
84,131
43,131
310,131
27,131
170,132
259,133
329,133
347,133
318,133
355,133
395,133
99,133
259,134
135,134
230,134
45,134
170,134
330,134
12,135
179,135
230,135
272,135
74,135
59,135
64,135
110,135
138,135
3,135
309,136
355,136
395,136
318,136
45,136
211,136
9,136
12,136
0,136
11,136
5,136
8,136
7,136
13,136
93,136
321,136
314,136
59,137
266,137
329,137
211,137
355,137
208,137
361,137
308,137
329,138
387,138
74,139
230,139
355,139
59,139
64,139
387,139
45,139
9,139
8,139
4,139
7,139
11,139
98,139
314,139
141,139
220,139
367,139
272,140
230,140
74,140
59,140
259,140
19,140
0,140
5,140
8,140
12,140
9,140
7,140
11,140
45,140
59,141
74,141
259,141
364,141
380,141
147,141
392,141
347,142
74,142
318,142
211,142
355,143
259,143
59,143
12,143
74,144
329,144
211,144
99,144
364,145
266,145
45,145
99,145
380,145
170,145
45,146
99,146
259,146
318,146
355,146
12,146
9,146
8,146
5,146
0,146
18,146
99,147
179,147
266,147
318,147
329,147
364,147
380,148
12,148
93,148
321,148
272,149
355,149
135,149
216,149
272,150
74,150
355,150
253,150
285,150
23,150
9,150
8,150
7,150
6,150
11,150
380,151
347,151
318,151
309,151
364,151
329,151
12,151
259,151
395,152
74,152
64,152
230,152
135,152
329,152
318,152
259,152
211,152
211,153
12,153
99,153
74,153
380,153
230,154
266,154
259,154
59,155
329,155
347,155
272,155
99,155
7,155
5,155
12,155
8,155
6,155
174,155
73,155
193,155
218,155
97,155
154,155
59,156
318,156
387,156
8,156
12,156
7,156
4,156
64,157
170,157
395,157
162,157
176,157
202,157
284,157
298,157
12,157
5,157
7,157
10,157
9,157
87,157
380,158
64,158
12,158
347,158
87,158
9,158
11,158
3,158
62,158
179,158
395,159
170,159
364,159
355,159
99,159
162,159
176,159
202,159
284,159
298,159
8,159
7,159
12,159
11,159
64,159
45,160
329,160
59,160
211,160
347,160
12,160
364,160
5,160
8,160
9,160
10,160
7,160
23,160
11,160
329,161
272,161
380,161
361,161
259,162
211,162
99,162
59,162
64,162
4,162
0,162
8,162
12,162
293,162
266,162
211,163
7,163
18,163
8,163
12,163
4,163
9,163
11,163
0,163
339,163
296,163
270,163
243,163
74,164
395,164
273,165
18,165
11,165
17,165
8,165
7,165
0,165
12,165
87,165
347,165
45,166
347,166
12,166
135,166
74,166
230,166
266,166
391,166
386,166
128,166
69,166
395,167
318,167
380,167
230,167
266,167
59,167
380,168
347,168
395,168
230,168
259,168
329,168
64,168
225,168
233,168
199,168
347,169
170,169
318,169
59,169
211,169
309,169
230,169
380,169
319,169
170,170
230,170
135,170
8,170
9,170
7,170
12,170
0,170
11,170
64,170
364,171
12,171
266,171
355,171
179,171
135,171
374,171
17,171
101,171
276,171
272,172
364,172
9,172
8,172
22,172
12,172
7,172
18,172
20,172
11,172
355,173
59,173
347,173
87,173
0,173
5,173
17,173
11,173
7,173
23,173
8,173
12,173
9,173
4,173
143,173
179,174
74,174
12,175
99,175
230,175
329,175
259,175
74,175
211,175
318,175
48,175
28,175
230,176
74,176
179,176
12,176
9,176
10,176
8,176
5,176
7,176
20,176
364,176
318,177
364,177
135,177
387,177
74,177
273,177
18,177
13,177
9,177
7,177
12,177
11,177
282,177
64,178
170,178
45,178
59,178
364,178
12,178
8,178
9,178
15,178
21,178
23,178
18,178
12,179
211,179
74,179
395,179
347,179
7,179
2,179
8,179
0,179
5,179
10,179
9,179
399,179
45,180
0,180
9,180
4,180
8,180
11,180
7,180
355,181
387,181
380,181
170,181
329,181
266,182
9,182
7,182
11,182
10,182
8,182
12,182
329,183
164,183
67,183
131,183
247,183
329,184
64,184
387,185
266,185
135,185
45,185
230,185
293,185
179,186
259,186
380,186
347,186
318,186
230,186
364,186
211,187
64,187
12,187
259,187
48,187
102,187
318,187
99,188
9,188
12,188
0,188
11,188
5,188
10,188
7,188
78,188
225,188
198,188
392,188
142,188
179,189
211,189
273,189
272,189
364,189
309,189
347,189
347,190
59,190
45,190
259,190
211,190
364,191
45,191
309,191
5,191
7,191
8,191
9,191
4,191
18,191
11,191
12,191
318,192
259,192
387,192
74,192
266,192
304,192
63,192
47,192
269,192
135,193
318,193
28,193
48,193
102,193
115,193
8,193
0,193
11,193
12,193
135,194
355,194
64,194
170,194
273,194
347,194
45,194
15,194
121,194
329,194
54,194
272,195
329,195
74,195
318,196
387,196
364,196
28,196
48,196
102,196
115,196
12,196
8,196
22,196
20,196
23,196
0,196
9,196
7,196
31,196
203,196
380,197
272,197
12,197
211,197
23,197
7,197
9,197
21,197
8,197
45,197
387,198
272,198
329,198
135,198
266,198
395,198
5,198
12,198
9,198
19,198
23,198
8,198
7,198
0,198
2,198
45,199
99,199
59,199
387,199
8,199
9,199
0,199
4,199
5,199
12,199
7,199
266,200
273,200
135,200
230,200
99,200
179,200
87,200
347,200
272,201
135,201
99,201
253,201
285,201
12,201
0,201
7,201
13,201
8,201
4,201
5,201
64,201
355,202
230,202
318,202
329,202
387,202
99,202
64,202
319,202
266,203
135,203
99,203
347,203
202,203
135,204
75,204
6,204
12,204
0,204
9,204
8,204
272,205
253,205
285,205
8,205
4,205
10,205
9,205
12,205
7,205
246,205
99,205
318,206
347,206
329,206
179,206
74,206
294,206
324,206
34,206
392,206
214,206
207,206
23,206
286,206
12,207
329,207
170,207
364,207
99,208
259,208
309,208
179,208
364,208
355,208
12,208
7,208
5,208
0,208
8,208
19,208
1,208
13,208
74,209
355,209
211,209
332,209
387,210
329,210
309,210
364,210
273,211
12,211
230,211
179,211
261,211
179,212
99,212
74,212
347,212
364,212
387,212
230,212
12,212
8,212
9,212
7,212
21,212
277,212
286,212
32,212
44,212
309,213
364,213
259,213
211,213
7,213
9,213
0,213
11,213
12,213
45,213
364,214
135,214
318,214
266,214
272,214
99,214
64,214
12,214
7,214
8,214
18,214
240,214
99,215
74,215
364,215
230,215
12,215
170,215
64,215
279,215
389,215
74,216
109,216
132,216
351,216
0,216
45,217
347,217
135,217
364,217
87,217
23,217
5,217
9,217
12,217
8,217
20,217
15,217
4,217
273,217
329,218
74,218
266,218
387,218
12,218
395,218
273,218
355,218
87,218
347,218
355,219
272,219
230,220
273,220
272,220
355,220
253,220
285,220
1,220
12,220
8,220
7,220
0,220
23,220
9,220
168,220
199,220
294,220
170,221
59,221
179,221
12,221
62,221
130,221
143,221
19,221
7,221
8,221
6,221
9,221
11,221
5,221
16,221
395,222
318,222
259,222
329,222
355,222
328,222
217,222
255,222
395,223
272,223
266,223
273,223
99,223
211,223
64,223
380,224
99,224
230,224
