car_id,user_id
99,0
273,0
400,0
256,0
253,0
272,0
247,0
21,0
336,0
327,0
211,1
312,1
271,1
80,1
79,1
185,1
113,1
35,1
295,1
341,1
85,1
370,1
268,1
157,1
112,1
117,1
64,1
324,1
399,1
243,1
118,1
6,1
225,1
93,1
104,1
2,1
153,1
135,1
329,2
135,2
355,2
387,2
211,2
45,2
329,2
230,2
126,2
218,2
263,2
347,2
332,2
72,2
62,2
187,2
130,2
347,3
387,3
318,3
364,3
59,3
64,3
355,3
12,3
174,3
59,4
364,4
322,4
26,4
273,5
12,5
253,5
272,5
337,5
366,5
284,5
170,5
279,5
129,5
5,5
166,5
309,6
329,6
99,6
59,6
280,6
273,6
18,6
3,6
261,6
110,6
195,6
163,6
283,6
364,6
80,6
98,6
266,7
99,7
273,7
109,7
289,7
233,7
349,7
163,7
305,7
285,7
337,7
317,7
53,7
296,7
282,7
298,7
230,8
380,8
45,8
130,8
143,8
187,8
62,8
246,8
99,8
87,8
347,8
20,8
77,8
62,8
309,9
170,9
395,9
230,9
64,9
318,9
216,9
176,9
211,10
386,10
268,10
232,10
352,10
358,10
226,10
312,10
240,10
113,10
76,10
219,10
159,10
238,10
349,10
247,10
166,10
219,10
265,10
320,10
197,10
289,10
69,10
246,10
300,10
269,10
18,10
230,11
170,11
59,11
272,11
266,11
347,11
179,11
187,11
238,11
369,11
364,11
211,11
34,11
59,11
105,11
117,11
93,11
64,12
387,12
309,12
273,12
74,12
266,12
362,12
402,12
74,13
266,13
45,13
347,13
355,13
259,13
273,13
365,13
399,13
347,13
59,13
122,13
64,13
337,13
156,13
170,13
273,14
259,14
387,14
266,14
347,14
179,14
187,14
364,15
45,15
230,15
179,15
266,15
87,15
187,15
46,15
10,15
402,15
144,15
266,16
170,16
380,16
211,16
351,16
215,16
214,16
380,16
61,16
245,16
99,16
246,16
358,16
80,16
60,16
192,16
177,16
259,16
367,16
12,17
74,17
329,17
266,17
64,17
309,17
179,17
358,17
380,18
99,18
45,18
355,18
99,18
283,18
87,18
166,18
55,18
200,18
380,19
387,19
45,19
12,19
64,19
364,19
259,19
98,19
318,20
153,20
75,20
135,20
30,20
184,20
51,20
80,20
28,20
387,21
266,21
272,21
318,21
230,21
346,21
237,21
211,21
75,21
62,21
337,21
148,21
319,21
170,22
155,22
144,22
173,22
123,22
359,22
67,22
164,22
379,22
228,22
100,22
133,22
56,22
295,22
347,22
309,23
99,23
259,23
18,23
273,23
394,23
376,23
64,23
33,23
174,23
135,24
329,24
230,24
319,24
121,24
138,24
4,24
113,24
188,24
305,24
266,25
99,25
151,25
57,25
207,25
183,25
264,25
256,25
23,25
297,25
108,25
360,25
273,26
230,26
318,26
272,26
59,26
99,26
309,26
395,26
272,26
62,26
135,26
211,26
364,26
292,26
18,26
28,26
325,26
209,26
64,27
135,27
99,27
347,27
318,27
45,27
319,27
305,27
59,27
153,27
275,27
146,27
45,28
347,28
87,28
202,28
252,28
214,28
115,28
179,29
230,29
59,29
309,29
387,29
141,29
143,29
364,29
280,29
313,29
158,29
287,29
135,29
45,30
170,30
347,30
64,30
395,30
211,30
87,30
164,30
59,30
45,30
28,30
370,30
291,30
55,30
64,30
170,31
59,31
64,31
74,31
217,31
364,31
45,31
309,31
294,31
83,31
99,32
318,32
45,32
364,32
305,32
400,32
135,32
75,32
87,32
347,32
293,32
266,32
118,32
272,32
85,32
253,32
318,33
364,33
395,33
259,33
170,33
266,33
75,33
153,33
293,33
266,33
102,33
318,33
64,33
42,33
214,33
42,33
250,33
135,34
179,34
259,34
319,34
230,34
362,34
336,34
64,34
304,34
264,34
364,35
64,35
266,35
293,35
45,35
164,35
263,35
296,35
355,36
309,36
135,36
211,36
94,36
231,36
273,36
18,36
230,36
319,36
159,36
389,36
62,36
334,36
296,36
64,37
395,37
59,37
387,37
45,37
318,37
259,37
352,37
82,37
45,38
318,38
329,38
273,38
347,38
87,38
75,38
135,38
296,38
180,38
317,38
337,38
380,38
293,38
210,38
64,38
273,39
387,39
12,39
380,39
74,39
309,39
64,39
211,39
272,39
303,39
378,39
246,39
21,39
273,39
45,39
186,39
327,39
131,39
244,39
347,40
387,40
59,40
383,40
248,40
48,40
230,41
62,41
130,41
187,41
143,41
179,41
26,41
14,41
204,41
345,41
289,41
53,41
211,41
355,42
273,42
364,42
191,42
58,42
41,42
272,42
317,42
253,42
293,42
266,42
223,42
279,42
249,42
153,42
135,42
259,43
211,43
329,43
12,43
179,43
309,43
64,43
76,43
138,43
170,43
367,43
18,43
14,43
263,43
266,44
170,44
32,44
360,44
177,44
147,44
248,44
368,44
369,44
144,44
223,44
131,44
3,44
246,44
46,44
38,44
19,44
205,44
130,44
143,44
318,45
355,45
380,45
59,45
74,45
273,45
135,45
99,45
240,45
383,45
84,45
230,46
387,46
130,46
62,46
179,46
143,46
218,46
206,46
379,46
374,46
175,46
32,46
59,46
278,46
174,46
386,46
395,46
200,46
230,47
179,47
143,47
130,47
187,47
62,47
330,47
158,47
48,47
289,47
194,47
305,47
99,48
64,48
59,48
170,48
45,48
292,48
264,48
45,48
364,48
184,48
87,48
3,48
312,48
3,48
270,48
45,49
230,49
387,49
347,49
87,49
62,49
187,49
83,49
401,49
79,49
177,49
375,49
387,50
309,50
74,50
364,50
170,50
99,50
297,50
252,50
273,50
18,50
22,50
120,50
293,50
266,50
245,50
380,50
349,50
400,50
22,50
359,50
301,50
170,51
309,51
318,51
380,51
144,51
280,51
153,51
99,51
325,51
260,51
355,52
347,52
364,52
304,52
59,52
266,52
389,52
307,52
179,53
211,53
259,53
45,53
230,53
364,53
266,53
347,53
230,53
59,54
45,54
395,54
273,54
364,54
87,54
318,54
337,54
219,54
136,54
45,54
170,55
273,55
135,55
355,55
251,55
11,55
272,55
253,55
319,55
230,55
156,55
134,55
163,55
287,55
285,55
280,55
64,56
347,56
74,56
45,56
59,56
249,56
125,56
384,56
116,56
171,56
387,57
59,57
90,57
43,57
375,57
303,57
364,57
16,57
302,57
179,58
259,58
273,58
272,58
329,58
230,58
12,58
98,58
64,58
285,58
211,58
15,58
143,58
378,58
32,58
330,58
45,59
64,59
329,59
380,59
259,59
395,59
347,59
45,59
138,59
246,59
64,59
48,59
397,59
287,59
211,60
99,60
387,60
135,60
74,60
395,60
355,60
234,60
400,60
119,60
319,60
307,60
48,60
81,60
234,60
291,60
155,60
123,60
273,61
395,61
318,61
387,61
74,61
337,61
28,61
153,61
101,61
221,61
144,61
159,61
283,61
264,61
347,62
59,62
328,62
128,62
170,63
380,63
230,63
135,63
64,63
99,63
59,63
244,63
246,63
179,63
319,63
45,63
283,63
364,63
10,63
63,63
64,63
230,64
99,64
179,64
211,64
187,64
130,64
195,64
292,64
175,64
9,64
386,64
146,64
229,64
101,64
6,64
211,64
135,65
45,65
319,65
230,65
347,65
87,65
304,65
8,65
27,65
366,65
355,66
197,66
150,66
104,66
204,66
227,66
387,66
14,66
257,66
116,66
181,66
37,66
363,66
314,66
94,66
321,66
356,66
346,66
227,66
157,66
347,67
387,67
364,67
329,67
59,67
395,67
211,67
59,67
401,67
266,67
15,67
364,67
402,67
185,67
75,67
24,67
280,67
179,68
309,68
135,68
74,68
211,68
99,68
220,68
273,68
230,68
361,68
295,68
394,68
96,68
305,68
12,69
211,69
387,69
272,69
298,69
378,69
176,69
146,69
341,69
35,69
356,69
189,69
332,69
211,69
164,69
55,69
211,70
329,70
259,70
12,70
113,70
300,70
138,70
10,70
64,70
176,70
257,70
170,70
45,70
211,71
318,71
329,71
45,71
355,71
347,71
272,71
309,71
395,71
135,71
121,71
347,71
241,71
59,71
211,71
280,71
351,71
71,71
143,71
380,72
364,72
395,72
170,72
272,72
211,72
246,72
266,72
28,72
212,72
211,72
263,72
316,72
258,72
256,72
99,73
380,73
272,73
387,73
256,73
246,73
211,73
252,73
279,73
331,73
170,74
364,74
42,74
244,74
299,74
144,74
266,74
293,74
202,74
62,74
362,74
59,74
99,75
347,75
45,75
183,75
59,75
347,75
200,75
286,75
337,75
259,76
59,76
135,76
99,76
309,76
318,76
12,76
64,76
64,76
364,76
230,76
163,76
18,76
153,76
363,76
45,76
58,76
151,76
259,76
91,76
272,77
59,77
395,77
329,77
99,77
259,77
337,77
298,77
395,78
355,78
28,78
402,78
318,78
102,78
63,78
36,78
231,78
334,78
269,78
127,78
37,78
188,78
3,78
273,78
18,78
309,79
135,79
329,79
380,79
259,79
387,79
99,79
280,79
319,79
3,79
246,79
64,79
290,79
376,79
396,79
382,79
148,79
9,79
259,79
211,80
232,80
82,80
128,80
240,80
358,80
192,80
184,80
205,80
362,80
296,80
293,80
141,80
186,80
99,81
400,81
394,81
305,81
376,81
256,81
100,81
35,81
132,81
363,81
82,81
119,81
179,82
45,82
59,82
170,82
99,82
309,82
259,82
87,82
364,82
244,82
292,82
280,82
266,82
296,82
364,83
179,83
45,83
99,83
309,83
272,83
59,83
266,83
293,83
91,83
98,83
87,83
347,83
292,83
400,83
273,83
18,83
211,83
364,83
300,83
144,83
355,84
395,84
329,84
266,84
36,84
402,84
261,84
112,84
363,84
122,84
64,85
59,85
266,85
272,85
329,85
135,85
347,85
395,85
329,86
211,86
273,86
395,86
230,86
170,86
380,86
64,86
15,86
169,86
253,86
28,86
130,86
42,86
246,86
45,86
183,86
80,86
347,86
87,86
135,87
319,87
230,87
17,87
170,87
29,87
87,87
347,87
318,88
380,88
355,88
99,88
309,88
266,88
135,88
99,88
281,88
354,88
273,88
118,88
181,88
69,88
293,88
266,88
99,89
329,89
179,89
347,89
292,89
256,89
180,89
270,89
98,89
175,89
59,89
73,89
227,89
364,89
211,90
380,90
64,90
259,90
389,90
246,90
45,90
64,90
108,90
140,90
3,90
64,91
45,91
347,91
45,91
347,91
59,91
349,91
100,91
273,92
347,92
266,92
253,92
285,92
317,92
59,92
34,92
64,92
195,92
266,92
64,93
355,93
318,93
273,93
329,93
45,93
166,93
75,93
253,93
10,93
11,93
361,93
272,94
135,94
347,94
318,94
74,94
395,94
211,94
230,94
59,94
153,94
120,94
28,94
244,94
55,94
285,94
337,94
179,95
380,95
99,95
272,95
329,95
135,95
314,95
99,95
256,95
211,95
10,95
230,95
222,95
150,95
64,95
273,96
74,96
318,96
272,96
308,96
75,96
25,96
249,96
395,97
380,97
347,97
387,97
115,97
402,97
246,97
99,97
59,97
239,97
227,97
173,97
364,97
259,98
364,98
64,98
266,98
157,98
43,98
357,98
144,98
329,99
259,99
318,99
355,99
347,99
179,99
327,99
387,100
347,100
395,100
318,100
99,100
74,100
254,100
84,100
59,100
48,100
75,100
229,100
249,100
269,100
266,100
319,100
230,100
64,101
45,101
52,101
253,101
229,101
74,102
216,102
21,102
208,102
120,102
307,102
373,102
382,102
266,102
250,102
193,102
219,102
33,102
382,102
225,102
93,102
211,102
395,103
170,103
273,103
115,103
48,103
255,103
61,103
285,103
317,103
344,103
398,103
26,103
75,103
12,104
363,104
176,104
170,104
162,104
62,104
261,104
146,104
224,104
268,104
364,105
64,105
179,105
170,105
266,105
293,105
45,105
46,105
144,105
181,105
246,105
380,106
395,106
246,106
99,106
402,106
115,106
258,106
111,106
395,106
395,107
347,107
59,107
266,107
211,107
115,107
59,107
364,107
324,107
219,107
343,107
322,107
211,107
230,108
74,108
395,108
135,108
179,108
170,108
62,108
21,108
102,108
319,108
259,108
7,108
34,108
47,108
113,108
347,109
59,109
73,109
363,109
94,109
304,109
384,109
45,110
380,110
387,110
179,110
347,110
87,110
347,110
99,110
246,110
74,110
343,110
220,110
91,110
59,110
310,110
265,110
273,111
74,111
170,111
179,111
387,111
12,111
99,111
34,111
64,112
380,112
272,112
329,112
74,112
364,112
45,112
45,112
99,112
211,112
121,112
365,112
293,112
347,112
99,112
157,112
264,112
394,112
170,113
45,113
395,113
309,113
329,113
144,113
357,113
87,113
347,113
402,113
48,113
280,113
18,113
10,113
339,113
192,113
284,113
54,113
211,113
259,114
64,114
386,114
254,114
45,115
179,115
259,115
87,115
347,115
259,115
93,115
64,115
232,115
8,115
272,115
211,116
347,116
355,116
12,116
329,116
99,116
266,116
312,116
59,116
171,116
202,116
138,116
256,116
12,116
125,116
114,116
319,116
230,116
273,117
309,117
230,117
387,117
64,117
259,117
170,117
12,117
272,117
273,117
179,117
189,117
45,117
64,117
144,117
378,117
231,117
393,117
59,117
309,118
318,118
347,118
45,118
18,118
280,118
75,118
135,118
59,118
347,118
22,118
117,118
187,118
387,119
64,119
59,119
99,119
230,119
355,119
161,119
45,119
364,119
349,119
187,119
191,119
44,119
200,119
180,119
64,120
259,120
211,120
45,120
64,120
311,120
255,120
66,120
318,121
387,121
347,121
259,121
135,121
129,121
59,121
64,121
240,121
23,121
259,122
74,122
380,122
387,122
266,122
64,122
373,122
99,122
254,122
37,122
294,122
72,122
48,122
135,123
230,123
319,123
379,123
174,123
67,123
402,123
135,124
272,124
64,124
266,124
99,124
277,124
211,125
64,125
74,125
273,125
391,125
279,125
45,125
221,125
285,125
272,125
292,125
59,125
347,126
135,126
329,126
45,126
230,126
380,126
74,126
272,126
245,126
12,127
179,127
266,127
230,127
272,127
170,127
202,127
152,127
12,127
130,127
211,127
299,127
183,127
26,127
99,128
355,128
400,128
229,128
195,128
287,128
371,128
124,128
365,128
245,128
134,128
241,128
59,129
364,129
362,129
77,129
143,129
329,130
309,130
355,130
45,130
74,130
272,130
347,130
364,130
346,130
45,130
387,131
364,131
65,131
161,131
101,131
95,131
302,131
293,131
266,131
114,131
239,131
177,131
368,131
212,131
357,131
395,132
364,132
211,132
266,132
402,132
318,132
48,132
293,132
266,132
279,132
271,132
225,132
203,132
267,132
233,132
369,132
329,133
74,133
99,133
266,133
12,133
364,133
179,133
54,133
365,133
195,133
112,133
162,133
266,133
372,133
260,133
398,133
364,133
364,134
309,134
266,134
293,134
280,134
18,134
89,134
242,134
394,134
219,134
64,135
12,135
230,135
329,135
259,135
347,135
272,135
364,135
45,135
366,135
143,135
180,135
64,135
59,135
211,135
293,135
40,135
319,135
355,136
309,136
170,136
135,136
127,136
322,136
18,136
280,136
369,136
223,136
230,136
319,136
111,136
102,136
331,136
279,136
268,136
79,136
272,137
211,137
250,137
280,137
387,138
12,138
170,138
347,138
211,138
266,138
318,138
36,138
99,138
179,139
148,139
13,139
141,139
372,139
321,139
93,139
259,139
91,139
201,139
98,139
24,139
